id,ACTION
1,0.990000
2,0.994000
3,1.000000
4,1.000000
5,0.998000
6,1.000000
7,0.946000
8,0.996000
9,0.876000
10,0.996000
11,0.908000
12,1.000000
13,0.952000
14,0.966000
15,0.998000
16,0.868000
17,0.932000
18,0.998000
19,0.980000
20,1.000000
21,1.000000
22,0.998000
23,0.976000
24,0.970000
25,1.000000
26,0.890000
27,0.932000
28,0.964000
29,0.992000
30,0.954000
31,0.996000
32,0.998000
33,0.994000
34,0.988000
35,0.984000
36,1.000000
37,0.990000
38,0.990000
39,0.958000
40,0.942000
41,0.976000
42,0.978000
43,0.992000
44,0.996000
45,0.992000
46,0.954000
47,1.000000
48,0.998000
49,0.996000
50,0.952000
51,0.940000
52,0.998000
53,0.996000
54,1.000000
55,0.952000
56,1.000000
57,0.990000
58,0.998000
59,0.928000
60,0.936000
61,1.000000
62,0.990000
63,0.980000
64,1.000000
65,0.998000
66,0.978000
67,0.926000
68,0.998000
69,0.944000
70,0.524000
71,0.980000
72,0.994000
73,1.000000
74,0.998000
75,0.998000
76,0.998000
77,0.996000
78,0.906000
79,0.424000
80,1.000000
81,0.954000
82,0.992000
83,0.956000
84,0.994000
85,1.000000
86,1.000000
87,0.996000
88,0.996000
89,1.000000
90,0.692000
91,0.996000
92,0.680000
93,1.000000
94,0.990000
95,0.994000
96,0.980000
97,0.188000
98,0.848000
99,1.000000
100,1.000000
101,0.874000
102,0.888000
103,1.000000
104,0.992000
105,0.530000
106,1.000000
107,0.994000
108,0.974000
109,0.998000
110,0.986000
111,0.500000
112,0.986000
113,0.964000
114,0.986000
115,0.998000
116,0.994000
117,0.998000
118,0.990000
119,0.998000
120,0.990000
121,0.980000
122,0.984000
123,0.998000
124,0.964000
125,1.000000
126,0.982000
127,0.984000
128,0.888000
129,0.970000
130,0.924000
131,0.998000
132,0.996000
133,0.968000
134,0.990000
135,0.998000
136,1.000000
137,0.996000
138,0.994000
139,0.794000
140,1.000000
141,1.000000
142,0.976000
143,1.000000
144,0.986000
145,1.000000
146,0.642000
147,0.986000
148,0.976000
149,1.000000
150,0.996000
151,0.988000
152,0.508000
153,0.986000
154,0.992000
155,0.998000
156,0.976000
157,0.934000
158,0.984000
159,0.800000
160,0.998000
161,0.948000
162,0.990000
163,0.992000
164,0.978000
165,1.000000
166,0.974000
167,0.916000
168,0.946000
169,0.986000
170,0.994000
171,0.996000
172,0.992000
173,1.000000
174,0.996000
175,0.986000
176,0.996000
177,0.826000
178,1.000000
179,1.000000
180,0.992000
181,0.766000
182,0.992000
183,0.806000
184,0.752000
185,0.994000
186,0.998000
187,1.000000
188,0.998000
189,0.622000
190,0.988000
191,0.996000
192,0.984000
193,1.000000
194,0.994000
195,1.000000
196,0.998000
197,0.994000
198,0.994000
199,0.996000
200,0.330000
201,0.994000
202,0.918000
203,0.996000
204,0.972000
205,0.892000
206,0.984000
207,0.998000
208,0.980000
209,0.526000
210,0.732000
211,0.974000
212,0.858000
213,1.000000
214,0.994000
215,1.000000
216,1.000000
217,1.000000
218,0.970000
219,1.000000
220,0.992000
221,0.762000
222,1.000000
223,0.998000
224,0.984000
225,0.992000
226,0.824000
227,0.938000
228,0.996000
229,0.996000
230,0.998000
231,0.970000
232,0.882000
233,0.868000
234,0.304000
235,1.000000
236,0.738000
237,1.000000
238,0.956000
239,0.966000
240,0.998000
241,0.986000
242,0.566000
243,0.256000
244,0.992000
245,0.996000
246,0.986000
247,0.978000
248,0.990000
249,0.974000
250,0.990000
251,0.962000
252,0.770000
253,0.958000
254,1.000000
255,1.000000
256,0.978000
257,0.996000
258,0.820000
259,0.992000
260,0.998000
261,0.974000
262,0.976000
263,0.998000
264,0.998000
265,0.994000
266,0.974000
267,1.000000
268,0.998000
269,0.992000
270,1.000000
271,0.996000
272,0.904000
273,1.000000
274,0.274000
275,1.000000
276,0.934000
277,0.954000
278,0.984000
279,0.910000
280,0.982000
281,1.000000
282,0.986000
283,0.968000
284,0.888000
285,1.000000
286,0.978000
287,0.996000
288,1.000000
289,1.000000
290,0.994000
291,0.912000
292,0.560000
293,0.990000
294,0.968000
295,0.990000
296,0.110000
297,0.268000
